uri:/instrument/1.0/COF/chartdata;type=quote;range=1d/csv
ticker:cof
Company-Name:Capital One Financial Corporati
Exchange-Name:NYQ
unit:MIN
timezone:EDT
currency:USD
gmtoffset:-14400
previous_close:67.9100
Timestamp:1469712600,1469736000
labels:1469714400,1469718000,1469721600,1469725200,1469728800,1469732400,1469736000
values:Timestamp,close,high,low,open,volume
close:66.8100,67.7400
high:66.8700,67.7500
low:66.7800,67.7100
open:66.8000,67.7500
volume:0,1531600
1469712640,67.1550,67.3100,67.1550,67.3100,32600
1469712718,66.9850,67.0600,66.9400,67.0600,11800
1469712779,67.1700,67.1700,67.0500,67.0750,56700
1469712794,67.1900,67.2500,67.1100,67.1700,7600
1469712897,67.0850,67.2600,67.0500,67.1900,23700
1469712959,66.8850,67.1700,66.8800,67.1350,72200
1469713018,66.8100,66.9000,66.7800,66.9000,17100
1469713021,66.8400,66.8700,66.8000,66.8000,12800
1469713087,66.9300,66.9300,66.8500,66.8600,12900
1469713197,66.9900,67.0200,66.9230,66.9230,6500
1469713226,66.9800,67.0100,66.9700,66.9800,7100
1469713268,66.9600,66.9700,66.9200,66.9450,11600
1469713320,66.9820,67.0300,66.9500,66.9700,11400
1469713435,66.9800,67.0100,66.9500,67.0000,8900
1469713499,67.0600,67.0600,67.0100,67.0100,7900
1469713507,67.1150,67.1650,67.0800,67.0800,8800
1469713619,67.1700,67.1700,67.0110,67.1400,29100
1469713678,67.2400,67.2400,67.1500,67.1700,10200
1469713733,67.3300,67.3300,67.2100,67.2450,16000
1469713742,67.5100,67.5200,67.3500,67.3500,10600
1469713858,67.5100,67.5100,67.4600,67.4800,5000
1469713864,67.4900,67.5300,67.4700,67.5100,15100
1469713942,67.6700,67.6700,67.5000,67.5300,57500
1469713993,67.6800,67.6800,67.6300,67.6650,6800
1469714096,67.7300,67.7500,67.6700,67.7000,10100
1469714159,67.7400,67.7500,67.7100,67.7500,6600
1469714163,67.6850,67.7400,67.6610,67.7400,5300
1469714226,67.6900,67.7100,67.6700,67.6850,2800
1469714339,67.5400,67.6950,67.5275,67.6950,36800
1469714399,67.4700,67.5800,67.4600,67.5500,51000
1469714454,67.5000,67.5200,67.4700,67.4700,11700
1469714510,67.5200,67.5200,67.4700,67.4860,3100
1469714578,67.5200,67.5300,67.4950,67.5200,6200
1469714623,67.5500,67.5600,67.4800,67.5100,8500
1469714641,67.4250,67.5200,67.3700,67.5200,10400
1469714755,67.3600,67.4200,67.3200,67.4100,4100
1469714775,67.3700,67.3700,67.3100,67.3700,5300
1469714826,67.3200,67.3300,67.3000,67.3200,3200
1469714937,67.3500,67.3900,67.3300,67.3400,6000
1469714968,67.3300,67.3500,67.3200,67.3500,1400
1469715058,67.3700,67.3900,67.2900,67.3100,6800
1469715118,67.3900,67.4000,67.2900,67.3700,51500
1469715120,67.4300,67.4300,67.3500,67.3750,9100
1469715237,67.3850,67.4300,67.3800,67.4100,3700
1469715240,67.2500,67.4000,67.2300,67.3800,12200
1469715356,67.2500,67.2900,67.2200,67.2700,16900
1469715418,67.1800,67.2100,67.1800,67.1900,3600
1469715479,67.3200,67.3200,67.2000,67.2000,8100
1469715481,67.2700,67.3100,67.2500,67.3000,5400
1469715548,67.3100,67.3100,67.2500,67.2700,13900
1469715657,67.3000,67.3200,67.2700,67.3200,4900
1469715662,67.3100,67.3200,67.3000,67.3050,5000
1469715779,67.3300,67.3300,67.2900,67.3200,4500
1469715780,67.4700,67.4700,67.3250,67.3250,9300
1469715897,67.4900,67.4900,67.4435,67.4600,2100
1469715957,67.5100,67.5100,67.4600,67.4700,4300
1469716019,67.4350,67.4910,67.4350,67.4900,1700
1469716028,67.4700,67.4700,67.4400,67.4500,2400
1469716132,67.4300,67.4700,67.4200,67.4700,2900
1469716198,67.4000,67.4400,67.4000,67.4400,6800
1469716207,67.3100,67.4100,67.3100,67.4100,12200
1469716319,67.2900,67.3300,67.2900,67.3100,5000
1469716372,67.2700,67.3000,67.2500,67.3000,13100
1469716380,67.2600,67.2800,67.2500,67.2650,5100
1469716445,67.2800,67.2900,67.2500,67.2700,56200
1469716559,67.2700,67.2800,67.2500,67.2600,13600
1469716616,67.2600,67.2700,67.2500,67.2700,10000
1469716676,67.2150,67.2700,67.2000,67.2580,12500
1469716739,67.1250,67.2300,67.1000,67.2100,22600
1469716741,67.1300,67.1300,67.1000,67.1250,8800
1469716807,67.1800,67.2200,67.1800,67.1900,6200
1469716915,67.1350,67.1800,67.1350,67.1800,2500
1469716921,67.2050,67.2200,67.1350,67.1400,8500
1469717028,67.2200,67.2300,67.2000,67.2100,4300
1469717096,67.2700,67.2700,67.2100,67.2100,5400
1469717152,67.3000,67.3300,67.2837,67.2837,4500
1469717165,67.2600,67.3000,67.2600,67.3000,6900
1469717270,67.2650,67.2800,67.2400,67.2500,5000
1469717335,67.2500,67.2900,67.2400,67.2700,7200
1469717392,67.2100,67.2400,67.2000,67.2310,2000
1469717447,67.2544,67.2700,67.2200,67.2200,2800
1469717517,67.2300,67.2677,67.1950,67.2677,6200
1469717568,67.1800,67.2400,67.1700,67.2400,5000
1469717638,67.2300,67.2300,67.1700,67.1700,4200
1469717684,67.2500,67.2500,67.2200,67.2200,2500
1469717759,67.1900,67.2500,67.1800,67.2400,9200
1469717818,67.1700,67.1900,67.1520,67.1800,3000
1469717820,67.1900,67.1900,67.1500,67.1500,7600
1469717939,67.2100,67.2200,67.1800,67.2000,6800
1469717999,67.1500,67.2000,67.1400,67.2000,17800
1469718003,67.2200,67.2400,67.1500,67.1600,7600
1469718119,67.2700,67.2700,67.2400,67.2400,9400
1469718177,67.2300,67.2700,67.2200,67.2700,5800
1469718235,67.2150,67.2550,67.2100,67.2300,4600
1469718240,67.2300,67.2300,67.1900,67.1900,2300
1469718356,67.2400,67.2600,67.2300,67.2400,4300
1469718362,67.2400,67.2600,67.2320,67.2320,5200
1469718478,67.1850,67.2150,67.1600,67.2050,9800
1469718480,67.1800,67.2000,67.1600,67.2000,4400
1469718592,67.1700,67.1950,67.1600,67.1800,6400
1469718603,67.1700,67.1700,67.1500,67.1600,12100
1469718671,67.2000,67.2050,67.1700,67.1760,7800
1469718779,67.2050,67.2300,67.1699,67.1900,19800
1469718839,67.2200,67.2250,67.2000,67.2100,7000
1469718897,67.1800,67.2150,67.1800,67.2100,6200
1469718904,67.2300,67.2300,67.1700,67.1700,9900
1469719019,67.2200,67.2400,67.2100,67.2200,14000
1469719079,67.1950,67.2300,67.1900,67.2201,7900
1469719135,67.1800,67.2100,67.1800,67.1900,10700
1469719189,67.1900,67.1950,67.1700,67.1800,7900
1469719255,67.1900,67.2000,67.1700,67.1900,2200
1469719318,67.1900,67.2099,67.1800,67.1800,7100
1469719377,67.2000,67.2100,67.2000,67.2000,3000
1469719386,67.1900,67.2000,67.1900,67.1900,2700
1469719497,67.2300,67.2450,67.1800,67.1900,7000
1469719555,67.2050,67.2210,67.1950,67.2210,3100
1469719611,67.2600,67.2600,67.2100,67.2100,4800
1469719628,67.2700,67.2700,67.2600,67.2600,1100
1469719738,67.2600,67.2800,67.2500,67.2800,2300
1469719747,67.2100,67.2650,67.2000,67.2600,9600
1469719800,67.2900,67.3000,67.2000,67.2100,8200
1469719919,67.2809,67.3100,67.2800,67.3000,2100
1469719979,67.2400,67.2900,67.2300,67.2900,3500
1469720036,67.2600,67.2700,67.2300,67.2500,5100
1469720041,67.1900,67.2500,67.1900,67.2500,13000
1469720155,67.1900,67.2300,67.1700,67.1900,7000
1469720167,67.2200,67.2200,67.1700,67.1850,3000
1469720220,67.2600,67.2600,67.2300,67.2300,5000
1469720336,67.2500,67.2550,67.2500,67.2500,800
1469720395,67.2700,67.2750,67.2500,67.2500,5000
1469720456,67.2578,67.2750,67.2450,67.2600,6300
1469720518,67.2500,67.2600,67.2500,67.2600,3900
1469720527,67.2650,67.2665,67.2500,67.2600,2800
1469720630,67.2750,67.2800,67.2600,67.2600,4000
1469720640,67.3000,67.3000,67.2700,67.2800,1800
1469720707,67.3100,67.3100,67.2900,67.2900,17800
1469720771,67.3300,67.3300,67.3000,67.3100,7600
1469720873,67.3700,67.3700,67.3200,67.3300,4600
1469720935,67.3850,67.3850,67.3600,67.3600,2300
1469720999,67.3600,67.4000,67.3500,67.3800,10900
1469721052,67.2900,67.3600,67.2900,67.3600,1800
1469721060,67.3200,67.3200,67.2800,67.2800,10000
1469721125,67.3300,67.3300,67.3200,67.3200,2100
1469721198,67.3100,67.3300,67.3100,67.3200,1100
1469721241,67.2800,67.3100,67.2800,67.3100,12100
1469721357,67.2800,67.2900,67.2700,67.2900,4100
1469721363,67.2600,67.3000,67.2500,67.2900,4300
1469721476,67.2700,67.2900,67.2600,67.2600,3900
1469721532,67.2600,67.2850,67.2600,67.2750,2900
1469721543,67.2500,67.2600,67.2500,67.2600,0
1469722404,67.2900,67.3000,67.2800,67.2900,2500
1469722445,67.2900,67.2900,67.2800,67.2800,2400
1469722554,67.2850,67.3000,67.2800,67.3000,2000
1469722616,67.2850,67.2900,67.2800,67.2850,2400
1469722629,67.2900,67.3000,67.2800,67.2800,3200
1469722721,67.2950,67.3000,67.2800,67.3000,6300
1469722741,67.2600,67.3100,67.2600,67.3000,8200
1469722809,67.2800,67.2800,67.2700,67.2700,4700
1469722860,67.2700,67.2800,67.2700,67.2800,3000
1469722979,67.2800,67.2900,67.2700,67.2800,6100
1469723037,67.2400,67.2800,67.2400,67.2750,7100
1469723095,67.2500,67.2600,67.2500,67.2500,4900
1469723152,67.2600,67.2650,67.2300,67.2600,15800
1469723217,67.2601,67.2650,67.2500,67.2550,1600
1469723276,67.2950,67.3000,67.2650,67.2650,3100
1469723331,67.2900,67.3000,67.2900,67.2900,7400
1469723343,67.3100,67.3100,67.2900,67.3000,3800
1469723458,67.3300,67.3362,67.3300,67.3300,7800
1469723518,67.3400,67.3450,67.3400,67.3400,6600
1469723578,67.3300,67.3500,67.3300,67.3400,2800
1469723580,67.3400,67.3400,67.3200,67.3200,5200
1469723695,67.3300,67.3400,67.3300,67.3400,5000
1469723756,67.3550,67.3600,67.3300,67.3300,4400
1469723818,67.3800,67.3800,67.3500,67.3500,14200
1469723845,67.3850,67.3850,67.3700,67.3700,3300
1469723931,67.3850,67.3850,67.3800,67.3800,700
1469723941,67.3800,67.3850,67.3700,67.3800,6100
1469724054,67.3949,67.4000,67.3800,67.3800,7600
1469724068,67.4000,67.4000,67.3950,67.3950,2200
1469724176,67.4250,67.4300,67.4000,67.4100,18400
1469724180,67.4350,67.4400,67.4300,67.4300,3300
1469724240,67.4300,67.4400,67.4300,67.4400,2200
1469724336,67.4300,67.4300,67.4300,67.4300,400
1469724366,67.4600,67.4600,67.4300,67.4400,4400
1469724423,67.4800,67.4800,67.4600,67.4700,4100
1469724536,67.4950,67.5000,67.4900,67.4900,6100
1469724598,67.4900,67.5100,67.4900,67.5000,11200
1469724653,67.4900,67.4900,67.4650,67.4800,5600
1469724716,67.4700,67.4950,67.4700,67.4900,1531600
1469724725,67.4800,67.4900,67.4800,67.4800,1100
1469724837,67.5100,67.5200,67.4900,67.4900,2600
1469724892,67.5050,67.5150,67.5000,67.5150,4300
1469724958,67.4700,67.5000,67.4700,67.5000,3500
1469724960,67.4700,67.4800,67.4600,67.4700,2000
1469725076,67.4600,67.4800,67.4600,67.4800,4100
1469725135,67.4200,67.4600,67.4200,67.4600,2800
1469725142,67.4400,67.4400,67.3900,67.4200,7700
1469725251,67.4450,67.4450,67.4310,67.4350,1400
1469725262,67.4550,67.4600,67.4450,67.4450,2000
1469725378,67.5000,67.5000,67.4600,67.4600,1900
1469725412,67.5300,67.5300,67.5100,67.5100,1000
1469725496,67.5100,67.5600,67.5100,67.5500,12800
1469725532,67.5400,67.5400,67.5300,67.5300,4400
1469725617,67.5450,67.5500,67.5360,67.5360,1900
1469725677,67.5700,67.5700,67.5450,67.5500,2200
1469725736,67.6000,67.6100,67.5850,67.5850,7600
1469725791,67.6300,67.6400,67.6200,67.6300,5000
1469725848,67.6100,67.6300,67.6100,67.6300,2900
1469725912,67.6350,67.6400,67.6100,67.6200,4200
1469725979,67.6600,67.6600,67.6350,67.6350,12700
1469726031,67.6675,67.6700,67.6600,67.6600,4700
1469726093,67.6750,67.6800,67.6650,67.6700,3000
1469726157,67.6900,67.6900,67.6800,67.6800,1600
1469726219,67.6450,67.6900,67.6400,67.6500,19700
1469726279,67.6500,67.6600,67.6300,67.6450,6300
1469726283,67.6500,67.6600,67.6400,67.6500,6800
1469726357,67.6600,67.6700,67.6500,67.6600,4800
1469726454,67.6450,67.6600,67.6400,67.6500,8300
1469726460,67.6400,67.6550,67.6200,67.6400,9100
1469726577,67.6000,67.6400,67.6000,67.6400,3100
1469726630,67.5800,67.6000,67.5800,67.6000,1200
1469726698,67.5600,67.5800,67.5500,67.5800,2000
1469726755,67.5500,67.5600,67.5400,67.5600,2500
1469726817,67.5500,67.5550,67.5500,67.5500,700
1469726878,67.5800,67.5800,67.5500,67.5500,3500
1469726891,67.5700,67.5800,67.5700,67.5700,700
1469726999,67.5900,67.5900,67.5700,67.5700,2900
1469727000,67.5900,67.5900,67.5700,67.5810,12600
1469727114,67.6000,67.6000,67.5700,67.5900,3800
1469727179,67.5805,67.6050,67.5800,67.6000,2300
1469727237,67.5800,67.5900,67.5800,67.5800,400
1469727297,67.6200,67.6200,67.5800,67.5900,5800
1469727301,67.6100,67.6200,67.6100,67.6100,1700
1469727360,67.6258,67.6258,67.6100,67.6100,3300
1469727428,67.6350,67.6350,67.6100,67.6200,9200
1469727483,67.6600,67.6600,67.6400,67.6400,1500
1469727597,67.6500,67.6700,67.6400,67.6600,14200
1469727600,67.6850,67.6900,67.6600,67.6600,16400
1469727719,67.6800,67.6900,67.6800,67.6900,7300
1469727775,67.6750,67.7000,67.6700,67.6850,7600
1469727835,67.6500,67.6700,67.6400,67.6700,2000
1469727850,67.6100,67.6500,67.5900,67.6500,7800
1469727916,67.5990,67.6050,67.5900,67.6000,2700
1469727964,67.5900,67.6000,67.5900,67.5900,2200
1469728073,67.5938,67.6000,67.5900,67.5900,2400
1469728136,67.5900,67.6050,67.5843,67.5900,3000
1469728184,67.6200,67.6200,67.5900,67.5900,2300
1469728257,67.6800,67.6900,67.6300,67.6300,5800
1469728271,67.6550,67.6800,67.6400,67.6800,3300
1469728356,67.6850,67.6850,67.6600,67.6600,4600
1469728393,67.6400,67.6850,67.6400,67.6800,5400
1469728440,67.6250,67.6300,67.6100,67.6300,2600
