uri:/instrument/1.0/PX/chartdata;type=quote;range=1d/csv
ticker:px
Company-Name:Praxair, Inc. Common Stock
Exchange-Name:NYQ
unit:MIN
timezone:EDT
currency:USD
gmtoffset:-14400
previous_close:116.5800
Timestamp:1470317400,1470340800
labels:1470319200,1470322800,1470326400,1470330000,1470333600,1470337200,1470340800
values:Timestamp,close,high,low,open,volume
close:116.3100,116.9100
high:116.3200,116.9200
low:116.3100,116.8799
open:116.3100,116.9000
volume:100,54200
1470317400,116.4500,116.4500,116.4500,116.4500,5600
1470317590,116.5000,116.5800,116.4900,116.4900,3200
1470317647,116.4500,116.4500,116.4450,116.4450,200
1470317746,116.4500,116.4500,116.4500,116.4500,300
1470317791,116.5800,116.5800,116.4650,116.5700,1400
1470317821,116.5900,116.6500,116.5200,116.6000,3400
1470317950,116.4900,116.6500,116.4900,116.5850,2200
1470318009,116.6200,116.6200,116.4900,116.4900,1400
1470318173,116.8600,116.8700,116.8600,116.8600,600
1470318239,116.7200,116.8300,116.7000,116.8300,2200
1470318240,116.8400,116.8400,116.6600,116.7300,2100
1470318304,116.7525,116.8600,116.7200,116.8500,2900
1470318376,116.6700,116.6700,116.6700,116.6700,200
1470318457,116.7000,116.7500,116.6600,116.7000,900
1470318570,116.7700,116.7800,116.7300,116.7300,1400
1470318600,116.8529,116.9200,116.7600,116.7600,1700
1470318700,116.7800,116.8700,116.7800,116.8400,2100
1470318853,116.7700,116.8100,116.7700,116.8100,600
1470318927,116.7100,116.7100,116.6700,116.6800,2200
1470318967,116.7100,116.7400,116.6800,116.7103,2700
1470319051,116.6800,116.6800,116.6800,116.6800,400
1470319118,116.6500,116.6500,116.6500,116.6500,100
1470319182,116.6500,116.6600,116.6300,116.6300,1600
1470319220,116.6300,116.7000,116.6200,116.7000,1000
1470319319,116.5500,116.6100,116.5000,116.6100,1400
1470319324,116.5400,116.6000,116.5400,116.5600,700
1470319386,116.5800,116.5800,116.5700,116.5700,400
1470319445,116.6900,116.6900,116.6799,116.6799,300
1470319504,116.6400,116.6600,116.6400,116.6600,600
1470319619,116.5100,116.5990,116.5100,116.5900,800
1470319631,116.5300,116.5300,116.5000,116.5100,1000
1470319737,116.5100,116.5200,116.5000,116.5200,400
1470319743,116.5000,116.5400,116.5000,116.5400,1000
1470319823,116.5000,116.5000,116.4410,116.4410,400
1470319876,116.4800,116.4800,116.4800,116.4800,100
1470319920,116.5500,116.5500,116.4900,116.5100,1100
1470320017,116.5300,116.5600,116.5300,116.5301,1300
1470320136,116.5000,116.5000,116.5000,116.5000,100
1470320175,116.4800,116.5000,116.4800,116.5000,1400
1470320224,116.5300,116.5500,116.5300,116.5500,700
1470320399,116.5700,116.6100,116.5600,116.5900,3500
1470320400,116.6200,116.6800,116.5900,116.6100,3000
1470320461,116.6800,116.7100,116.6380,116.6380,1700
1470320526,116.6600,116.6700,116.6600,116.6700,200
1470320592,116.6800,116.7200,116.6550,116.6550,2200
1470320704,116.8000,116.8000,116.7400,116.7400,2100
1470320770,116.7300,116.8000,116.7300,116.8000,1200
1470320859,116.6700,116.7600,116.6700,116.7600,1100
