uri:/instrument/1.0/PVH/chartdata;type=quote;range=1d/csv
ticker:pvh
Company-Name:PVH Corp. Common Stock
Exchange-Name:NYQ
unit:MIN
timezone:EDT
currency:USD
gmtoffset:-14400
previous_close:98.7700
Timestamp:1468589400,1468612800
labels:1468591200,1468594800,1468598400,1468602000,1468605600,1468609200,1468612800
values:Timestamp,close,high,low,open,volume
close:98.3800,99.7200
high:98.4200,99.7300
low:98.3800,99.7200
open:98.4000,99.7300
volume:100,46900
1468589611,99.2500,99.2500,99.2500,99.2500,27000
1468589723,99.2800,99.2800,99.2800,99.2800,400
1468589788,99.1700,99.1800,99.1700,99.1800,300
1468589879,99.1150,99.1150,99.1150,99.1150,200
1468589928,99.4400,99.4400,99.1300,99.1300,1000
1468589993,99.4200,99.4200,99.3900,99.3900,500
1468590057,99.3500,99.4000,99.3000,99.4000,4500
1468590099,99.2600,99.3300,99.2600,99.3300,1100
1468590127,99.1000,99.2065,99.1000,99.2065,800
1468590269,99.0300,99.2000,99.0300,99.0900,3600
1468590359,99.2900,99.2900,99.0700,99.0900,2000
1468590369,99.3500,99.3700,99.2300,99.2800,1100
1468590490,99.4100,99.4100,99.3800,99.3800,1200
1468590576,99.2710,99.3940,99.2710,99.3940,200
1468590658,99.5000,99.5400,99.4500,99.4500,900
1468590660,99.5600,99.6500,99.4600,99.4600,5500
1468590762,99.5300,99.6700,99.5300,99.6000,8800
1468590785,99.3800,99.5200,99.3800,99.5200,1500
1468590881,99.3850,99.3850,99.3850,99.3850,300
1468590950,99.4000,99.4000,99.3950,99.3950,200
1468590968,99.3100,99.3150,99.3100,99.3150,600
1468591077,99.4550,99.4550,99.4550,99.4550,100
1468591132,99.5000,99.5000,99.5000,99.5000,100
1468591159,99.5500,99.5500,99.5450,99.5450,400
1468591248,99.6200,99.6300,99.4880,99.6300,500
1468591262,99.6050,99.6200,99.4700,99.4700,11300
1468591353,99.5330,99.6350,99.5330,99.6350,1500
1468591430,99.3901,99.5200,99.3900,99.5200,1600
1468591499,99.4100,99.4100,99.3900,99.3900,1600
1468591605,99.6400,99.6400,99.4000,99.4000,1400
1468591634,99.6400,99.6400,99.6400,99.6400,100
1468591699,99.6000,99.6000,99.5900,99.5900,1400
1468591776,99.6500,99.6500,99.6500,99.6500,100
1468591801,99.6000,99.7100,99.6000,99.7100,2300
1468591912,99.4600,99.5700,99.4600,99.5700,2000
1468591967,99.4300,99.4300,99.2700,99.3700,2800
1468592024,99.5100,99.5100,99.4488,99.4488,2800
1468592058,99.4000,99.4450,99.4000,99.4450,1400
1468592110,99.4000,99.4000,99.3100,99.3300,1200
1468592276,99.3900,99.4100,99.3900,99.4100,700
1468592331,99.3900,99.4700,99.3400,99.3400,3700
1468592341,99.5100,99.5100,99.4100,99.4700,4700
1468592447,99.5500,99.5500,99.4900,99.5300,1000
1468592497,99.5000,99.5000,99.5000,99.5000,500
1468592579,99.5400,99.5900,99.4700,99.4700,2800
1468592624,99.6000,99.6000,99.5300,99.5300,200
1468592642,99.5200,99.6700,99.4800,99.6100,4400
1468592736,99.5300,99.5300,99.5300,99.5300,300
1468592818,99.5200,99.5200,99.5200,99.5200,200
1468592917,99.5700,99.5700,99.5700,99.5700,200
1468592951,99.6700,99.6700,99.6300,99.6300,200
1468593009,99.5500,99.5850,99.5500,99.5850,400
1468593102,99.6900,99.6900,99.6300,99.6300,400
1468593125,99.6700,99.6700,99.6700,99.6700,100
1468593232,99.6700,99.6900,99.6700,99.6900,400
1468593299,99.7200,99.7200,99.6850,99.7050,1700
1468593347,99.7200,99.7300,99.7200,99.7300,900
1468593411,99.6600,99.7100,99.6600,99.7100,1800
1468593424,99.6300,99.6300,99.6300,99.6300,500
1468593527,99.6600,99.6600,99.6300,99.6300,600
1468593697,99.6000,99.6300,99.6000,99.6300,300
1468593734,99.5700,99.6100,99.5700,99.6050,500
1468593826,99.5200,99.5700,99.5200,99.5500,500
1468593865,99.5700,99.5700,99.4800,99.4800,500
1468593952,99.4600,99.5300,99.4600,99.5300,500
1468594014,99.4500,99.4550,99.4300,99.4550,600
1468594031,99.4300,99.4600,99.4300,99.4500,500
1468594080,99.5400,99.5400,99.4850,99.4850,600
1468594244,99.5100,99.5100,99.5100,99.5100,300
