uri:/instrument/1.0/CTXS/chartdata;type=quote;range=1d/csv
ticker:ctxs
Company-Name:Citrix Systems, Inc.
Exchange-Name:NMS
unit:MIN
timezone:EDT
currency:USD
gmtoffset:-14400
previous_close:79.5700
Timestamp:1467898200,1467921600
labels:1467900000,1467903600,1467907200,1467910800,1467914400,1467918000,1467921600
values:Timestamp,close,high,low,open,volume
close:79.6000,81.0300
high:79.7900,81.0800
low:79.4750,80.9900
open:79.4750,81.0400
volume:100,63500
1467898265,79.7900,79.7900,79.4750,79.4750,10300
1467898328,79.8100,79.8100,79.6185,79.6850,700
1467898439,79.6000,79.8500,79.5800,79.8500,2400
1467898443,79.8500,79.8700,79.6300,79.7600,5900
1467898559,79.9300,80.0400,79.8600,79.8600,6200
1467898561,79.9100,79.9600,79.8600,79.9300,4100
1467898665,79.9250,79.9400,79.9250,79.9400,300
1467898719,80.1000,80.1700,79.9500,79.9500,4100
1467898740,79.9825,80.0900,79.9200,80.0900,1900
1467898808,79.9800,80.0600,79.9800,80.0200,1600
1467898917,80.2000,80.2000,80.0400,80.0400,1600
1467898977,80.2400,80.2400,80.1400,80.1600,4300
1467899037,80.3000,80.3900,80.2100,80.2400,8300
1467899086,80.3800,80.4100,80.3250,80.3800,3400
1467899139,80.4900,80.5000,80.4300,80.4300,600
1467899219,80.6500,80.6700,80.5000,80.5000,10400
1467899220,80.7100,80.7300,80.6087,80.6400,5100
1467899323,80.6300,80.7100,80.6300,80.7100,1900
1467899340,80.6550,80.7500,80.6400,80.6400,6600
1467899459,80.7100,80.7400,80.6900,80.7200,1300
1467899460,80.7700,80.7700,80.6700,80.7100,2600
1467899521,80.8800,80.8800,80.7500,80.7500,1700
1467899589,80.8600,80.8700,80.7900,80.8550,3900
1467899642,80.8200,80.8600,80.8200,80.8400,400
1467899757,80.7700,80.8000,80.7700,80.8000,1900
1467899816,80.7800,80.7850,80.7700,80.7700,700
1467899876,80.7700,80.8000,80.7400,80.7800,3200
1467899885,80.8000,80.8200,80.7900,80.8200,2200
1467899942,80.8050,80.8050,80.7800,80.8000,1000
1467900053,80.7400,80.8650,80.7400,80.8200,12900
1467900119,80.8201,80.8201,80.7300,80.7400,2100
1467900124,80.7500,80.8300,80.7500,80.8000,3300
1467900237,80.7300,80.7600,80.7200,80.7200,1800
1467900298,80.7100,80.7400,80.6900,80.7200,2300
1467900308,80.8000,80.8000,80.7300,80.7300,2400
1467900379,80.7800,80.7900,80.7700,80.7900,1000
1467900420,80.8500,80.8500,80.7450,80.7600,2800
1467900535,80.8100,80.8500,80.8100,80.8500,1600
1467900545,80.8200,80.8200,80.7600,80.8000,3100
1467900606,80.8300,80.8300,80.7700,80.7900,3100
1467900692,80.8200,80.8300,80.8200,80.8300,500
1467900735,80.8500,80.8700,80.8050,80.8200,2100
1467900812,80.8600,80.8600,80.8600,80.8600,400
1467900898,80.9400,80.9400,80.8800,80.8800,3000
1467900901,80.9872,80.9872,80.9000,80.9400,3500
1467901016,80.9600,80.9700,80.9350,80.9400,2600
1467901078,80.9600,80.9600,80.9500,80.9500,1200
1467901134,81.0300,81.0800,80.9650,80.9700,7500
1467901182,80.9900,81.0500,80.9900,81.0400,1500
1467901214,80.8956,80.9700,80.8704,80.9700,1300
1467901267,80.8600,80.9300,80.8600,80.9000,1400
1467901375,80.8500,80.8700,80.8500,80.8600,1000
1467901383,80.8800,80.8800,80.8600,80.8600,1200
1467901444,80.8800,80.9200,80.8800,80.9200,1300
1467901514,80.9300,80.9400,80.8700,80.8700,2400
1467901619,80.9400,80.9600,80.9400,80.9400,1700
1467901641,81.0000,81.0000,80.9500,80.9500,900
1467901708,80.9600,80.9600,80.9600,80.9600,300
1467901749,80.9900,80.9900,80.9600,80.9600,1100
1467901804,81.0000,81.0150,80.9900,80.9900,11000
1467901868,80.9500,81.0150,80.9500,81.0150,1900
1467901948,80.9200,80.9500,80.9200,80.9350,600
1467902030,80.9100,80.9100,80.8900,80.9100,2100
1467902088,80.9200,80.9200,80.8900,80.8900,1400
1467902148,80.9400,80.9500,80.9100,80.9300,17200
1467902160,80.9200,80.9400,80.9000,80.9400,2600
1467902318,80.9500,80.9500,80.9300,80.9300,900
1467902393,80.9100,80.9600,80.9100,80.9600,1100
1467902453,80.8600,80.9003,80.8550,80.9000,1100
1467902518,80.8400,80.8454,80.8171,80.8454,1900
1467902523,80.8200,80.8600,80.8200,80.8600,12300
1467902604,80.8500,80.8500,80.8200,80.8200,1200
1467902652,80.7500,80.8500,80.7500,80.8500,2900
1467902725,80.7600,80.7900,80.7600,80.7700,1400
1467902782,80.8300,80.8300,80.7700,80.7800,2200
1467902824,80.8300,80.8500,80.8200,80.8300,1500
1467902933,80.8000,80.8400,80.8000,80.8100,2700
1467902998,80.8000,80.8100,80.7900,80.7900,500
1467903004,80.7900,80.8100,80.7800,80.8100,3300
1467903060,80.8100,80.8200,80.8100,80.8100,700
1467903140,80.8700,80.8700,80.8400,80.8400,1700
1467903239,80.7850,80.8900,80.7850,80.8900,3000
1467903299,80.8000,80.8000,80.7500,80.7900,4300
1467903356,80.8000,80.8100,80.7500,80.8100,8100
1467903419,80.7200,80.8000,80.7000,80.7900,8600
1467903427,80.7500,80.7600,80.7100,80.7100,1900
1467903536,80.7500,80.7700,80.7500,80.7700,700
1467903541,80.6900,80.7400,80.6900,80.7400,2300
1467903643,80.6300,80.6600,80.6100,80.6450,5000
1467903718,80.6800,80.7000,80.6500,80.6500,4400
1467903720,80.6800,80.6800,80.6000,80.6750,25700
1467903831,80.6700,80.6800,80.6600,80.6800,2200
1467903898,80.5850,80.6730,80.5600,80.6730,4000
1467903902,80.5800,80.6100,80.5700,80.6000,3300
1467904019,80.5300,80.5900,80.5100,80.5900,2600
1467904020,80.5700,80.6000,80.5300,80.5300,2100
1467904087,80.6300,80.6500,80.5600,80.5600,5400
1467904154,80.6500,80.6500,80.6400,80.6400,1100
1467904209,80.6900,80.6900,80.6400,80.6600,4100
1467904280,80.6900,80.7100,80.6700,80.6700,3100
1467904368,80.7000,80.7000,80.7000,80.7000,100
1467904435,80.7300,80.7300,80.6800,80.6800,1500
1467904451,80.7200,80.7400,80.7200,80.7400,1200
1467904501,80.8050,80.8050,80.7250,80.7300,3000
1467904588,80.7500,80.8200,80.7500,80.8200,6400
1467904674,80.6800,80.7600,80.6800,80.7600,1900
1467904681,80.6000,80.6750,80.6000,80.6700,4300
1467904740,80.6200,80.6200,80.5700,80.6100,6300
1467904806,80.6400,80.6400,80.6400,80.6400,400
1467904871,80.6375,80.6400,80.6300,80.6300,1400
1467904922,80.6200,80.6450,80.5600,80.6400,9100
1467904989,80.6400,80.6400,80.6200,80.6200,1000
1467905089,80.5200,80.6200,80.5200,80.6200,3600
1467905102,80.5400,80.5400,80.5000,80.5100,5100
1467905170,80.5700,80.5700,80.5700,80.5700,600
1467905233,80.5500,80.6000,80.5500,80.5900,1700
1467905293,80.5400,80.5700,80.5400,80.5700,2200
1467905396,80.6700,80.6900,80.5650,80.5700,6300
1467905402,80.7100,80.7100,80.6700,80.6700,3300
1467905467,80.6600,80.7000,80.6600,80.6900,1400
1467905576,80.6350,80.6500,80.6300,80.6500,1500
1467905595,80.6300,80.6300,80.5600,80.6100,4000
1467905699,80.6700,80.6700,80.6100,80.6300,3400
1467905708,80.7100,80.7100,80.6700,80.6700,1000
1467905783,80.6800,80.7200,80.6800,80.7200,1600
1467905865,80.6600,80.6700,80.6600,80.6700,1300
1467905930,80.6300,80.6550,80.6300,80.6500,1200
1467905992,80.6700,80.6700,80.6400,80.6400,3300
1467906025,80.6200,80.6600,80.6100,80.6600,3600
1467906103,80.6700,80.6700,80.6400,80.6400,1300
1467906127,80.6500,80.6700,80.6400,80.6700,1400
1467906226,80.6600,80.6600,80.6600,80.6600,200
1467906279,80.6600,80.6700,80.6400,80.6700,2800
1467906323,80.5700,80.6100,80.5700,80.6100,1200
1467906386,80.5200,80.5600,80.5100,80.5600,2000
1467906427,80.4900,80.5000,80.4600,80.5000,2500
1467906480,80.4700,80.5100,80.4600,80.5000,5400
1467906590,80.5000,80.5000,80.4700,80.4790,1400
1467906659,80.5550,80.5600,80.4700,80.4900,10400
1467906701,80.6400,80.6700,80.5500,80.5550,8500
1467906724,80.6600,80.7100,80.6350,80.6500,6300
1467906828,80.6900,80.7000,80.6800,80.6900,1300
1467906895,80.6600,80.6700,80.6400,80.6700,1700
1467906940,80.6800,80.6800,80.6300,80.6600,4900
1467906971,80.6800,80.6800,80.6700,80.6700,900
1467907022,80.7200,80.7300,80.6700,80.6800,6000
1467907101,80.7600,80.7600,80.7200,80.7200,2500
1467907192,80.7500,80.7500,80.7400,80.7400,1300
1467907201,80.7400,80.7700,80.7100,80.7700,6900
1467907262,80.6700,80.7200,80.6700,80.7200,2000
1467907376,80.6600,80.6800,80.6600,80.6700,1000
1467907383,80.6800,80.6900,80.6500,80.6600,2700
1467907446,80.7200,80.7200,80.6700,80.6750,2100
1467907559,80.7600,80.7600,80.7500,80.7500,800
1467907619,80.6900,80.7600,80.6900,80.7500,1800
1467907632,80.6800,80.6900,80.6600,80.6800,3400
