uri:/instrument/1.0/BBBY/chartdata;type=quote;range=1d/csv
ticker:bbby
Company-Name:Bed Bath & Beyond Inc.
Exchange-Name:NMS
unit:MIN
timezone:EDT
currency:USD
gmtoffset:-14400
previous_close:45.4900
Timestamp:1471872600,1471896000
labels:1471874400,1471878000,1471881600,1471885200,1471888800,1471892400,1471896000
values:Timestamp,close,high,low,open,volume
close:44.6900,45.3500
high:44.6940,45.4000
low:44.6900,45.3100
open:44.6940,45.3900
volume:100,193900
1471872771,45.3500,45.4000,45.3100,45.3900,28900
1471872823,45.2300,45.2600,45.2300,45.2600,200
1471872845,45.2000,45.3000,45.2000,45.2201,1500
1471872906,45.1300,45.2200,45.1200,45.2200,3500
1471872969,45.1500,45.1600,45.0900,45.0900,3600
1471873049,45.2300,45.2300,45.1900,45.1900,600
1471873139,45.2200,45.2400,45.1800,45.2000,5900
1471873140,45.3200,45.3800,45.2500,45.2500,8000
1471873204,45.2400,45.3000,45.2100,45.2800,3000
1471873318,45.2600,45.2700,45.2300,45.2400,1300
1471873322,45.2001,45.2500,45.1900,45.2400,3100
1471873427,45.2300,45.2400,45.2200,45.2400,1000
1471873493,45.2200,45.2600,45.2200,45.2200,2600
1471873505,45.2100,45.2700,45.2100,45.2300,2700
1471873624,45.2700,45.3100,45.2500,45.2500,2300
1471873726,45.2500,45.2800,45.1900,45.2800,2800
1471873799,45.1800,45.2100,45.1600,45.2100,2600
1471873800,45.2200,45.2200,45.1700,45.1700,2300
1471873861,45.2500,45.2500,45.2200,45.2300,1800
1471873920,45.2050,45.2600,45.2050,45.2600,1500
1471874035,45.1500,45.1800,45.1500,45.1800,200
1471874056,45.0700,45.1600,45.0500,45.1500,7700
1471874156,45.0502,45.0700,45.0500,45.0500,1400
1471874217,45.1000,45.1000,44.9900,45.0700,17900
1471874227,45.1000,45.1000,45.1000,45.1000,100
1471874286,45.1800,45.1800,45.1400,45.1400,800
1471874343,45.2100,45.2200,45.1910,45.1910,1100
1471874401,45.1600,45.2000,45.1300,45.2000,3400
1471874510,45.1200,45.1500,45.1200,45.1400,1800
1471874523,45.0900,45.1400,45.0900,45.1400,1800
1471874608,45.1050,45.1050,45.0800,45.0800,200
1471874648,45.0100,45.0800,45.0100,45.0800,2500
1471874740,45.0200,45.0200,44.9600,44.9900,3700
1471874815,44.9800,44.9800,44.9800,44.9800,100
1471874823,44.9760,45.0000,44.9400,44.9900,2100
1471874890,44.9500,44.9700,44.9100,44.9700,3100
1471874996,44.9800,45.0000,44.9500,44.9500,4200
1471875021,45.0000,45.0000,44.9700,44.9800,3700
1471875084,44.9900,45.0000,44.9875,45.0000,2900
1471875131,45.0500,45.0500,45.0100,45.0100,3500
1471875231,45.0900,45.0900,45.0900,45.0900,200
1471875262,45.1200,45.1200,45.0900,45.0900,900
1471875326,45.0900,45.1000,45.0900,45.1000,1400
1471875366,45.1850,45.1850,45.1000,45.1000,5600
1471875465,45.2300,45.2300,45.1901,45.1901,800
1471875489,45.2560,45.2600,45.2100,45.2100,1000
1471875548,45.2700,45.2800,45.2600,45.2700,1300
1471875621,45.2500,45.2900,45.2500,45.2800,4900
1471875719,45.1500,45.2400,45.1411,45.2400,5800
1471875773,45.1500,45.1600,45.1300,45.1400,1000
1471875782,45.1900,45.2000,45.1500,45.1600,3900
1471875846,45.1900,45.2300,45.1900,45.1900,3300
1471875904,45.2200,45.2300,45.2000,45.2300,1000
1471876014,45.2350,45.2500,45.2000,45.2400,4100
1471876028,45.1800,45.2300,45.1800,45.2200,2000
1471876086,45.1100,45.1800,45.1100,45.1700,4300
1471876174,45.1700,45.1700,45.1400,45.1400,500
1471876210,45.1535,45.1700,45.1535,45.1650,2400
1471876319,45.1700,45.1900,45.1700,45.1700,1600
