uri:/instrument/1.0/MMC/chartdata;type=quote;range=1d/csv
ticker:mmc
Company-Name:Marsh & McLennan Companies, Inc
Exchange-Name:NYQ
unit:MIN
timezone:EDT
currency:USD
gmtoffset:-14400
previous_close:65.9600
Timestamp:1469194200,1469217600
labels:1469196000,1469199600,1469203200,1469206800,1469210400,1469214000,1469217600
values:Timestamp,close,high,low,open,volume
close:66.0500,66.5400
high:66.0500,66.5500
low:66.0500,66.5200
open:66.0500,66.5350
volume:100,45600
1469194222,66.1900,66.1900,66.1900,66.1900,34900
1469194284,66.0500,66.0500,66.0500,66.0500,200
1469194374,66.0570,66.0570,66.0570,66.0570,200
1469194391,66.2050,66.2600,66.1400,66.1600,5500
1469194462,66.2200,66.2500,66.2000,66.2000,2000
1469194556,66.1800,66.1900,66.1500,66.1775,400
1469194576,66.1900,66.1900,66.1875,66.1900,500
1469194665,66.2000,66.2000,66.1900,66.1900,800
1469194689,66.1700,66.2000,66.1700,66.1800,1500
1469194753,66.1600,66.1700,66.1600,66.1600,400
1469194802,66.1400,66.1500,66.1200,66.1500,2200
1469194919,66.1600,66.1600,66.1200,66.1400,9700
1469194977,66.1500,66.1900,66.1500,66.1600,4100
1469194986,66.1701,66.1701,66.1300,66.1700,17500
1469195044,66.1800,66.1800,66.1700,66.1700,1000
1469195112,66.1400,66.1650,66.1100,66.1650,4900
1469195168,66.1400,66.1500,66.1400,66.1500,1200
1469195225,66.1100,66.1450,66.1100,66.1436,1200
1469195287,66.1100,66.1100,66.1000,66.1000,2300
1469195396,66.1200,66.1300,66.1200,66.1200,3300
1469195459,66.1575,66.1600,66.1000,66.1200,10600
1469195465,66.1700,66.1700,66.1500,66.1600,2300
1469195550,66.1800,66.1800,66.1600,66.1650,1500
1469195584,66.1700,66.1800,66.1700,66.1800,1000
1469195640,66.1600,66.1700,66.1600,66.1700,1100
1469195703,66.1350,66.1600,66.1300,66.1575,900
1469195763,66.1197,66.1300,66.1100,66.1300,4500
1469195867,66.1099,66.1200,66.1099,66.1125,1600
1469195936,66.1550,66.1550,66.1100,66.1100,2200
1469195944,66.1100,66.1550,66.1050,66.1500,5000
1469196056,66.1200,66.1200,66.1000,66.1100,2100
1469196069,66.1800,66.1850,66.1250,66.1250,5100
1469196169,66.1550,66.1700,66.1500,66.1700,1800
1469196185,66.1368,66.1600,66.1300,66.1550,3000
1469196294,66.1400,66.1400,66.1250,66.1300,1200
1469196307,66.1400,66.1550,66.1300,66.1500,5100
1469196409,66.1050,66.1400,66.1000,66.1400,10300
1469196472,66.0900,66.1100,66.0900,66.1100,2300
1469196488,66.1000,66.1100,66.1000,66.1000,1300
1469196545,66.0700,66.0900,66.0670,66.0900,1400
1469196656,66.0800,66.0800,66.0500,66.0700,3000
1469196667,66.0800,66.0900,66.0765,66.0900,600
1469196763,66.0900,66.0900,66.0800,66.0800,300
1469196837,66.0800,66.0950,66.0800,66.0950,400
1469196844,66.0600,66.0700,66.0600,66.0700,300
1469196901,66.0900,66.0900,66.0600,66.0600,2500
1469197009,66.1100,66.1100,66.0900,66.0900,900
1469197074,66.1000,66.1200,66.0900,66.1200,2000
1469197110,66.0800,66.0800,66.0800,66.0800,200
1469197199,66.0750,66.0850,66.0750,66.0800,800
1469197252,66.1100,66.1100,66.0800,66.0800,1400
1469197319,66.1150,66.1150,66.0950,66.1000,1600
1469197375,66.1100,66.1200,66.1099,66.1200,1100
1469197380,66.0800,66.1110,66.0700,66.1100,10300
1469197446,66.0800,66.1000,66.0800,66.0850,1100
1469197559,66.1050,66.1100,66.0950,66.1000,1600
1469197564,66.1350,66.1350,66.1100,66.1100,5600
1469197674,66.1600,66.1600,66.1400,66.1400,3300
1469197682,66.1450,66.1600,66.1450,66.1550,1700
1469197796,66.1500,66.1550,66.1500,66.1550,1500
1469197811,66.1700,66.1800,66.1600,66.1600,4300
1469197918,66.1450,66.1700,66.1400,66.1600,5100
1469197967,66.1600,66.1650,66.1500,66.1500,2900
1469198028,66.1750,66.1750,66.1600,66.1600,1200
1469198050,66.2150,66.2150,66.1750,66.1750,3000
1469198156,66.2200,66.2200,66.2000,66.2100,5100
1469198167,66.2200,66.2300,66.2100,66.2200,3300
1469198278,66.2200,66.2250,66.2100,66.2100,2900
1469198336,66.2100,66.2279,66.2100,66.2279,3600
1469198341,66.2200,66.2250,66.2100,66.2100,2700
1469198405,66.2200,66.2350,66.2200,66.2250,3000
1469198481,66.2700,66.2700,66.2400,66.2400,8300
1469198542,66.2500,66.2600,66.2500,66.2600,1200
1469198625,66.2400,66.2500,66.2400,66.2500,1700
1469198698,66.2800,66.2800,66.2400,66.2400,2000
1469198708,66.3000,66.3000,66.2850,66.2850,2300
1469198776,66.3050,66.3050,66.2950,66.2950,600
1469198879,66.2900,66.3100,66.2900,66.3050,5300
1469198880,66.3000,66.3000,66.2650,66.2900,12600
1469198943,66.3200,66.3200,66.2950,66.3000,4500
1469199028,66.3200,66.3300,66.3100,66.3100,2200
1469199118,66.2500,66.3200,66.2400,66.3200,18700
1469199121,66.2700,66.2800,66.2550,66.2600,4700
1469199224,66.3100,66.3100,66.2900,66.2900,1500
1469199275,66.3200,66.3250,66.3100,66.3200,2700
1469199345,66.3400,66.3500,66.3300,66.3300,2400
1469199386,66.3300,66.3450,66.3300,66.3450,800
1469199421,66.3250,66.3250,66.3200,66.3200,300
1469199534,66.3000,66.3200,66.3000,66.3200,2300
1469199547,66.3100,66.3100,66.3000,66.3000,1500
